Latitude,Longitude,Hour
29.778439,-95.29039,22
29.778439,-95.29039,21
29.774824,-95.306292,22
29.778439,-95.29039,22
29.778439,-95.29039,23
29.778592,-95.280568,7
29.778439,-95.29039,12
29.77852,-95.288216,1
29.778439,-95.29039,21
29.773961,-95.244769,20
29.773468,-95.233549,12
29.773961,-95.244769,0
29.773922,-95.247812,6
29.773284,-95.232478,18
29.773977,-95.237986,6
29.773926,-95.248523,12
29.773977,-95.237986,21
29.773468,-95.233549,18
29.773926,-95.248523,11
29.773926,-95.248523,13
29.771624,-95.225356,12
29.771221,-95.186566,19
29.771648,-95.203686,22
29.770687,-95.21584,5
29.771334,-95.190002,8
29.770687,-95.21584,11
29.771257,-95.223553,8
29.770912,-95.18635,20
29.771614,-95.193695,0
29.77152,-95.206514,8
29.77152,-95.206514,21
29.770904,-95.186175,16
29.77152,-95.206514,15
29.770687,-95.21584,9
29.813142,-95.309789,0
29.770912,-95.18635,20
29.770919,-95.222273,19
29.771257,-95.223553,20
29.77152,-95.206514,23
29.771257,-95.223553,14
29.771257,-95.223553,18
29.771614,-95.193695,16
29.771257,-95.223553,11
29.770912,-95.18635,12
29.771257,-95.223553,19
29.770912,-95.18635,19
29.770912,-95.18635,19
29.771783,-95.198889,13
29.770904,-95.186175,9
29.771221,-95.186566,17
29.771257,-95.223553,15
29.773977,-95.237732,13
29.771257,-95.223553,15
29.770912,-95.18635,23
29.771074,-95.211446,14
29.770912,-95.18635,20
29.771257,-95.223553,9
29.771334,-95.190002,12
29.771648,-95.203686,11
29.771614,-95.193695,21
29.770912,-95.18635,20
29.773977,-95.237732,13
29.771257,-95.223553,21
29.773922,-95.247812,22
29.771257,-95.223553,16
29.812502,-95.386046,10
29.792331,-95.211843,12
29.852593,-95.447721,1
29.879474,-95.4498,14
29.848579,-95.333004,17
29.848579,-95.333004,14
29.848579,-95.333004,8
29.848579,-95.333004,14
29.848579,-95.333004,14
29.848579,-95.333004,7
29.848579,-95.333004,19
29.848579,-95.333004,16
29.848579,-95.333004,14
29.848579,-95.333004,20
29.848579,-95.333004,21
29.848579,-95.333004,0
29.848579,-95.333004,14
29.848579,-95.333004,8
29.848579,-95.333004,15
29.848579,-95.333004,12
29.848579,-95.333004,16
29.817437,-95.335627,13
29.817437,-95.335627,9
29.82992,-95.335411,22
29.84259,-95.33384,21
29.828498,-95.335642,2
29.826139,-95.335742,15
29.87055,-95.330681,13
29.87055,-95.330681,14
29.933807,-95.299274,9
29.848579,-95.333004,17
29.950222,-95.291965,11
29.813142,-95.309789,6
29.946178,-95.293812,14
29.848579,-95.333004,15
29.946178,-95.293812,7
29.813142,-95.309789,20
29.641757,-95.248815,16
29.644706,-95.221408,6
29.643706,-95.236321,16
29.735194,-95.424457,22
29.735194,-95.424457,9
29.734566,-95.42432,8
29.684225,-95.356282,15
29.631918,-95.422626,16
29.631301,-95.440498,12
29.631589,-95.437503,14
29.776341,-95.521231,20
29.713674,-95.28294,7
29.64119,-95.242886,11
29.64119,-95.242886,23
29.64119,-95.242886,20
29.647418,-95.221777,13
29.813142,-95.309789,15
29.645829,-95.224246,17
29.647418,-95.221777,4
29.64119,-95.242886,13
29.645134,-95.226553,5
29.64119,-95.242886,0
29.647418,-95.221777,6
29.645434,-95.226447,20
29.646005,-95.223079,0
29.647418,-95.221777,15
29.813142,-95.309789,15
29.647418,-95.221777,9
29.64119,-95.242886,5
29.813142,-95.309789,14
29.647418,-95.221777,18
29.813142,-95.309789,0
29.70359,-95.48224,6
29.70204,-95.508572,10
29.703484,-95.495048,8
29.703484,-95.495048,6
29.799094,-95.363068,22
29.793983,-95.362992,1
29.813142,-95.309789,2
29.684622,-95.28392,6
29.632239,-95.398441,17
29.774698,-95.409407,22
29.687959,-95.387009,10
29.722509,-95.479967,14
29.722509,-95.479967,13
29.722509,-95.479967,14
29.558467,-95.123546,8
29.553664,-95.118845,14
29.558467,-95.123546,14
29.56542,-95.129979,17
29.559577,-95.124633,9
29.558467,-95.123546,13
29.550263,-95.109066,10
29.550263,-95.109066,9
29.550263,-95.109066,11
29.564826,-95.136909,22
29.569233,-95.130151,0
29.562006,-95.140889,8
29.569233,-95.130151,11
29.569233,-95.130151,12
29.562006,-95.140889,18
29.569233,-95.130151,16
29.569233,-95.130151,19
29.569233,-95.130151,14
29.569233,-95.130151,5
29.562006,-95.140889,16
29.569233,-95.130151,11
29.562006,-95.140889,14
29.569233,-95.130151,20
29.569233,-95.130151,20
29.569233,-95.130151,14
29.569233,-95.130151,9
29.569233,-95.130151,14
29.569233,-95.130151,9
29.569233,-95.130151,15
29.562006,-95.140889,7
29.569233,-95.130151,11
29.569233,-95.130151,20
29.813142,-95.309789,12
29.681261,-95.387293,22
29.681261,-95.387293,11
29.683045,-95.384903,11
29.683045,-95.384903,9
29.77164,-95.299038,6
29.687534,-95.388303,21
29.616863,-95.397981,14
29.841571,-95.293991,19
29.841571,-95.293991,11
29.548451,-95.137111,16
29.763474,-95.625223,2
29.763725,-95.625225,10
29.715827,-95.623884,9
29.712875,-95.623867,13
29.761464,-95.625204,16
29.743242,-95.623695,8
29.761464,-95.625204,14
29.743242,-95.623695,15
29.762632,-95.625216,17
29.757211,-95.625444,20
29.758271,-95.625165,19
29.757211,-95.625444,19
29.757211,-95.625444,16
29.757211,-95.625444,9
29.757211,-95.625444,17
29.740384,-95.623384,11
29.757211,-95.625444,13
29.738397,-95.623369,11
29.74675,-95.624864,12
29.762632,-95.625216,10
29.761464,-95.625204,5
29.757211,-95.625444,13
29.754908,-95.625108,13
29.763725,-95.625225,15
29.738397,-95.623369,7
29.754908,-95.625108,16
29.754908,-95.625108,17
29.762632,-95.625216,6
29.761464,-95.625204,7
29.745079,-95.624206,22
29.757211,-95.625444,14
29.757211,-95.625444,14
29.740384,-95.623384,12
29.757211,-95.625444,12
29.757211,-95.625444,14
29.761331,-95.625196,17
29.715823,-95.624184,20
29.712875,-95.623867,9
29.727914,-95.349122,23
29.727866,-95.348089,9
29.734593,-95.36504,11
29.727914,-95.349122,20
29.728987,-95.353482,16
29.727914,-95.349122,20
29.744355,-95.381287,1
29.744355,-95.381287,23
29.744355,-95.381287,11
29.743332,-95.379667,13
29.773279,-95.407149,10
29.914854,-95.434393,20
29.914854,-95.434393,7
29.914854,-95.434393,10
29.914854,-95.434393,10
29.813142,-95.309789,14
29.914854,-95.434393,12
29.914854,-95.434393,10
29.914854,-95.434393,21
29.815136,-95.429528,12
29.815136,-95.429528,14
29.740816,-95.498361,17
29.740823,-95.533526,17
29.740823,-95.533526,20
29.740788,-95.497414,12
29.740816,-95.498361,6
29.739516,-95.600035,10
29.856065,-95.391285,15
29.590078,-95.196584,16
29.728574,-95.32694,16
29.731414,-95.329326,6
29.712596,-95.488617,12
29.712628,-95.486551,16
29.712596,-95.488617,14
29.712587,-95.489779,16
29.712628,-95.486551,10
29.869939,-95.455223,14
29.671765,-95.579082,16
29.749179,-95.403689,13
29.744739,-95.40363,8
29.617736,-95.231077,10
29.650421,-95.33987,23
29.733519,-95.543082,15
29.732233,-95.543104,10
29.732233,-95.543104,15
29.936915,-95.285308,20
29.809205,-95.528916,7
29.789631,-95.357981,13
29.791483,-95.358192,13
29.649488,-95.236686,18
29.649465,-95.246513,5
29.778366,-95.350689,10
29.798339,-95.351478,14
29.777524,-95.350664,14
29.794092,-95.35136,20
29.796629,-95.351427,13
29.793229,-95.351333,18
29.660804,-95.586228,17
29.815747,-95.516538,8
29.75136,-95.618789,8
29.752698,-95.618415,0
29.663377,-95.470441,2
29.663377,-95.470441,0
29.663731,-95.469606,17
29.748063,-95.320918,12
29.690642,-95.357285,19
29.79267,-95.324121,18
29.807927,-95.375609,10
29.742815,-95.350577,22
29.730416,-95.360347,13
29.721248,-95.367631,5
29.721248,-95.367631,9
29.728175,-95.362174,16
29.654251,-95.573582,15
29.652738,-95.572712,20
29.877316,-95.282412,19
29.813142,-95.309789,7
29.692202,-95.342246,15
29.70059,-95.3393,20
29.701715,-95.314219,14
29.704839,-95.317529,9
29.719639,-95.315866,12
29.721207,-95.320112,14
29.874236,-95.446466,10
29.645193,-95.495441,3
29.645193,-95.495441,8
29.653194,-95.301977,6
29.655065,-95.298903,9
29.718051,-95.290144,21
29.690348,-95.295794,9
29.685963,-95.657465,14
30.034902,-95.210233,11
29.676683,-95.583137,11
29.71889,-95.378801,10
29.71889,-95.378801,10
29.71964,-95.38167,7
29.719913,-95.381815,17
29.719913,-95.381815,17
29.719433,-95.380868,17
29.949296,-95.313007,16
29.72938,-95.315045,14
29.730296,-95.314491,20
29.809556,-95.324232,17
29.810399,-95.345495,16
29.813142,-95.309789,14
29.865548,-95.524677,1
29.850328,-95.524329,13
29.877234,-95.524846,13
29.589957,-95.19431,13
29.590994,-95.195328,19
29.732764,-95.496301,0
29.732966,-95.479877,14
29.732905,-95.483728,15
29.732764,-95.496301,0
29.732764,-95.496301,2
29.732764,-95.496301,1
29.732764,-95.496301,15
29.732905,-95.483728,14
29.732784,-95.494148,15
29.732692,-95.499991,2
29.732764,-95.496301,14
29.732764,-95.496301,10
29.732863,-95.486848,17
29.732764,-95.496301,3
29.661979,-95.18515,19
29.661979,-95.18515,16
29.661979,-95.18515,17
29.661979,-95.18515,10
29.661979,-95.18515,22
29.661979,-95.18515,0
29.661979,-95.18515,3
29.661979,-95.18515,9
29.661979,-95.18515,0
29.661979,-95.18515,15
29.693669,-95.305087,3
29.692845,-95.30237,6
29.574641,-95.115124,10
29.576651,-95.110409,17
29.698206,-95.382466,20
29.698206,-95.382466,16
29.750374,-95.621026,23
29.745958,-95.372081,16
29.735408,-95.380444,17
29.739161,-95.377465,13
29.747384,-95.370942,16
29.733515,-95.381941,19
29.707351,-95.402428,16
29.712116,-95.398742,21
29.706229,-95.402866,18
29.707351,-95.402428,11
29.707351,-95.402428,12
29.712116,-95.398742,22
29.707351,-95.402428,13
29.710119,-95.400353,9
29.710119,-95.400353,19
29.710119,-95.400353,11
29.707351,-95.402428,17
29.710119,-95.400353,18
29.710119,-95.400353,19
29.710119,-95.400353,9
29.712116,-95.398742,8
29.710119,-95.400353,15
29.712116,-95.398742,15
29.706229,-95.402866,21
29.706229,-95.402866,13
29.721168,-95.392482,11
29.712116,-95.398742,14
29.706229,-95.402866,14
29.680984,-95.403047,19
29.683743,-95.403064,22
29.683743,-95.403064,20
29.726573,-95.387575,14
29.680984,-95.403047,10
29.683743,-95.403064,11
29.683743,-95.403064,17
29.690834,-95.402903,14
29.680984,-95.403047,19
29.690136,-95.403115,22
29.689883,-95.403158,13
29.685239,-95.403083,11
29.690136,-95.403115,21
29.683743,-95.403064,23
29.69912,-95.401453,7
29.682217,-95.403051,16
29.680984,-95.403047,10
29.683743,-95.403064,21
29.683743,-95.403064,0
29.683743,-95.403064,21
29.683743,-95.403064,21
29.683743,-95.403064,22
29.682217,-95.403051,11
29.683743,-95.403064,17
29.683743,-95.403064,19
29.683743,-95.403064,16
29.751118,-95.367989,16
29.757071,-95.363255,22
29.749625,-95.36917,9
29.751118,-95.367989,11
29.757839,-95.362663,12
29.755604,-95.364438,7
29.757071,-95.363255,16
29.751118,-95.367989,11
29.748891,-95.385691,11
29.748679,-95.38876,3
29.748679,-95.38876,1
29.822525,-95.500318,11
29.731887,-95.412681,17
29.731887,-95.412681,22
29.731887,-95.412681,22
29.731887,-95.412681,22
29.562985,-95.126512,8
29.562985,-95.126512,1
29.688948,-95.364297,9
29.688343,-95.36255,0
29.688343,-95.36255,12
29.688343,-95.36255,11
29.623628,-95.343095,13
29.624322,-95.343099,14
29.584423,-95.400525,9
29.584423,-95.400525,13
29.813142,-95.309789,9
29.765975,-95.405875,8
29.767249,-95.213154,2
29.771052,-95.213586,12
29.767249,-95.213154,15
29.771052,-95.213586,8
29.774768,-95.21745,16
29.771052,-95.213586,17
29.767249,-95.213154,14
29.767249,-95.213154,20
29.771052,-95.213586,20
29.830024,-95.474409,8
29.830024,-95.474409,12
29.724961,-95.280901,15
30.080558,-95.198515,18
29.608418,-95.251644,19
29.710578,-95.472405,9
29.757474,-95.255938,23
29.757474,-95.255938,9
29.737851,-95.255417,7
29.737851,-95.255417,7
29.767925,-95.256219,7
29.693628,-95.280802,10
29.688922,-95.237018,1
29.641203,-95.489211,16
29.842466,-95.345046,23
29.845167,-95.303443,10
29.845716,-95.299313,20
29.843939,-95.320485,1
29.667408,-95.304914,22
29.663672,-95.310775,13
29.777152,-95.244718,2
29.775987,-95.218499,8
29.775941,-95.21962,0
29.775941,-95.21962,15
29.775941,-95.21962,0
29.775941,-95.21962,22
29.775893,-95.222123,12
29.775941,-95.21962,13
29.775941,-95.21962,15
29.775941,-95.21962,23
29.775987,-95.218499,7
29.775893,-95.222123,15
29.775893,-95.222123,9
29.82183,-95.282707,19
29.853823,-95.520583,15
29.853823,-95.520583,13
29.853823,-95.520583,8
29.835541,-95.278671,15
29.768161,-95.405925,13
29.587757,-95.18275,20
29.59553,-95.179127,1
29.587757,-95.18275,5
29.587757,-95.18275,15
30.026716,-95.404621,10
30.026716,-95.404621,17
30.026716,-95.404621,11
30.026716,-95.404621,8
30.026716,-95.404621,6
30.026716,-95.404621,19
30.026716,-95.404621,14
30.026716,-95.404621,14
30.026716,-95.404621,10
30.026716,-95.404621,14
30.026716,-95.404621,3
30.026716,-95.404621,17
30.026716,-95.404621,15
30.026716,-95.404621,16
30.026716,-95.404621,18
30.026716,-95.404621,7
30.026716,-95.404621,1
30.026716,-95.404621,16
30.026716,-95.404621,22
30.026716,-95.404621,19
30.026716,-95.404621,16
30.026716,-95.404621,12
30.026716,-95.404621,10
30.026716,-95.404621,21
30.026716,-95.404621,20
30.026716,-95.404621,16
30.026716,-95.404621,21
30.026716,-95.404621,17
30.026716,-95.404621,23
30.026716,-95.404621,12
30.026716,-95.404621,2
30.026716,-95.404621,2
30.026716,-95.404621,23
30.026716,-95.404621,14
30.026716,-95.404621,15
30.026716,-95.404621,11
30.026716,-95.404621,14
30.026716,-95.404621,19
30.026716,-95.404621,19
30.026716,-95.404621,20
30.026716,-95.404621,20
30.026716,-95.404621,17
30.026716,-95.404621,14
30.026716,-95.404621,14
30.026716,-95.404621,20
30.026716,-95.404621,20
30.026716,-95.404621,15
30.026716,-95.404621,21
30.026716,-95.404621,21
30.026716,-95.404621,20
30.026716,-95.404621,18
29.972924,-95.525947,15
29.972924,-95.525947,20
30.020519,-95.380105,20
29.972924,-95.525947,10
30.020519,-95.380105,19
29.972924,-95.525947,22
29.972924,-95.525947,10
29.972924,-95.525947,9
29.972924,-95.525947,19
29.674382,-95.508615,13
29.674382,-95.508615,22
29.674382,-95.508615,21
29.674382,-95.508615,17
29.674382,-95.508615,13
29.67201,-95.508567,3
29.67201,-95.508567,4
29.672764,-95.508436,16
29.681615,-95.508566,21
29.690415,-95.509322,8
29.665638,-95.508386,14
29.680659,-95.508555,9
29.697104,-95.514059,20
29.67364,-95.508451,17
29.665638,-95.508386,15
29.67201,-95.508567,13
29.67364,-95.508451,12
29.656015,-95.508274,12
29.645411,-95.508155,10
29.660397,-95.508316,21
29.645411,-95.508155,15
29.644711,-95.508147,9
29.652129,-95.508233,8
29.672764,-95.508436,20
29.656015,-95.508274,14
29.661022,-95.508315,10
29.666559,-95.508384,8
29.656015,-95.508274,8
29.672764,-95.508436,12
29.645411,-95.508155,20
29.656015,-95.508274,21
29.645411,-95.508155,16
29.642892,-95.508152,20
29.644711,-95.508147,0
29.642892,-95.508152,20
29.664654,-95.508502,17
29.670865,-95.508424,8
29.644711,-95.508147,18
29.656015,-95.508274,19
29.652129,-95.508233,17
29.670865,-95.508424,16
29.661022,-95.508315,7
29.657666,-95.508276,22
29.656015,-95.508274,14
29.656015,-95.508274,19
29.662692,-95.508357,9
29.657666,-95.508276,8
29.662692,-95.508357,8
29.661022,-95.508315,12
29.644711,-95.508147,11
29.652129,-95.508233,15
29.652129,-95.508233,15
29.657666,-95.508276,3
29.652129,-95.508233,7
29.656015,-95.508274,19
29.670179,-95.508551,14
29.644711,-95.508147,12
29.73172,-95.520365,13
29.739369,-95.521139,16
29.730395,-95.520332,7
29.739369,-95.521139,9
29.739369,-95.521139,21
29.739369,-95.521139,17
29.737331,-95.521016,11
29.701534,-95.519118,21
29.717752,-95.519842,10
29.714644,-95.519962,2
29.722308,-95.520309,13
29.717078,-95.519845,15
29.717752,-95.519842,23
29.646287,-95.535411,17
29.648109,-95.522668,2
29.646287,-95.535411,9
29.644486,-95.531225,3
29.644486,-95.531225,19
29.638375,-95.507415,9
29.638375,-95.507415,18
29.643478,-95.490058,22
29.643354,-95.496236,11
29.689537,-95.507946,13
29.689537,-95.507946,16
29.616953,-95.241536,3
29.787157,-95.191693,7
30.005276,-95.430871,0
29.821722,-95.500332,1
29.813142,-95.309789,15
29.724637,-95.300815,16
29.863586,-95.259608,14
29.863586,-95.259608,18
30.063044,-95.2461,0
30.063044,-95.2461,12
29.675579,-95.243388,0
29.670254,-95.240226,22
29.963845,-95.430765,22
29.720697,-95.502525,15
29.872647,-95.421231,16
29.66975,-95.554767,6
29.672431,-95.5548,19
29.672431,-95.5548,15
29.671072,-95.554782,23
29.671072,-95.554782,8
29.671072,-95.554782,21
29.671072,-95.554782,17
29.671072,-95.554782,2
29.671072,-95.554782,20
29.672431,-95.5548,14
29.66975,-95.554767,8
29.671072,-95.554782,7
29.672431,-95.5548,22
29.673514,-95.554824,2
29.672431,-95.5548,1
29.66975,-95.554767,2
29.672431,-95.5548,19
29.672431,-95.5548,12
29.671072,-95.554782,23
29.66975,-95.554767,18
29.671072,-95.554782,23
29.672431,-95.5548,20
29.66975,-95.554767,11
29.667587,-95.555352,11
29.667598,-95.555762,21
29.667598,-95.555762,17
29.66751,-95.559033,14
29.667587,-95.555352,20
29.689918,-95.354898,8
29.69415,-95.353411,19
29.675565,-95.376121,16
29.731509,-95.484054,10
29.728796,-95.484012,7
29.731509,-95.484054,14
29.744757,-95.485305,19
29.737719,-95.484135,5
29.731509,-95.484054,11
29.733057,-95.484089,13
29.742188,-95.485281,9
29.740801,-95.484806,12
29.728796,-95.484012,5
29.731509,-95.484054,20
29.75846,-95.340239,12
29.821732,-95.207505,14
29.84953,-95.393077,18
29.819624,-95.210035,22
29.740488,-95.378083,17
29.733307,-95.366078,13
29.733829,-95.366907,18
29.745219,-95.57201,11
29.762087,-95.358421,18
29.762609,-95.359293,16
29.760022,-95.354995,8
29.813142,-95.309789,18
29.764164,-95.361883,12
29.801857,-95.359681,8
29.783552,-95.364341,17
29.783552,-95.364341,23
29.63325,-95.227707,9
29.63325,-95.227707,10
29.783914,-95.547885,8
29.635856,-95.480502,17
29.788616,-95.36056,8
29.798187,-95.368089,16
29.782123,-95.360051,22
29.786107,-95.360844,16
29.788616,-95.36056,12
29.786107,-95.360844,13
29.786107,-95.360844,9
29.798187,-95.368089,18
29.786107,-95.360844,23
29.788616,-95.36056,16
29.786107,-95.360844,4
29.786107,-95.360844,4
29.774694,-95.356522,22
29.786107,-95.360844,21
29.788616,-95.36056,14
29.783273,-95.360603,13
29.806289,-95.369151,18
29.806289,-95.369151,19
29.802981,-95.368344,2
29.802981,-95.368344,7
29.802981,-95.368344,19
29.802981,-95.368344,16
29.802981,-95.368344,21
29.788616,-95.36056,13
29.611218,-95.229534,19
29.610891,-95.247808,20
29.612321,-95.223255,11
29.813142,-95.309789,10
29.613832,-95.219132,11
29.612321,-95.223255,20
29.612321,-95.223255,14
29.612321,-95.223255,21
29.612795,-95.221764,20
29.615539,-95.217019,13
29.612795,-95.221764,1
29.612795,-95.221764,13
29.613267,-95.220446,14
29.613267,-95.220446,12
29.611683,-95.225488,6
29.611683,-95.225488,10
29.610891,-95.247808,13
29.612795,-95.221764,17
29.612795,-95.221764,13
29.611683,-95.225488,15
29.611683,-95.225488,14
29.611683,-95.225488,6
29.613267,-95.220446,15
29.613832,-95.219132,12
29.620098,-95.210939,12
29.620098,-95.210939,17
29.611875,-95.275801,8
29.611875,-95.275801,18
29.611875,-95.275801,16
29.611875,-95.275801,17
29.612405,-95.370259,14
29.612298,-95.344387,15
29.612315,-95.347995,11
29.612331,-95.351602,13
29.612397,-95.367962,10
29.612315,-95.347995,1
29.612323,-95.349798,23
29.61229,-95.342584,12
29.61229,-95.342584,9
29.612261,-95.331468,10
29.61229,-95.342584,16
29.61229,-95.342584,9
29.612331,-95.351602,16
29.61244,-95.378215,12
29.612261,-95.331468,9
29.61229,-95.342584,9
29.61229,-95.342584,16
29.61229,-95.342584,20
29.612315,-95.347995,14
29.61229,-95.342584,9
29.61235,-95.358874,15
29.612261,-95.331468,11
29.611218,-95.229534,15
29.611218,-95.229534,19
29.611218,-95.229534,14
29.611218,-95.229534,8
29.64298,-95.526438,7
29.599059,-95.379946,8
29.855133,-95.284555,6
29.80589,-95.357594,23
29.666181,-95.356073,7
29.722849,-95.583456,15
29.693673,-95.263246,16
29.681702,-95.252256,18
29.592406,-95.169118,12
29.592406,-95.169118,13
29.573062,-95.151811,18
29.570679,-95.148844,23
29.592406,-95.169118,19
29.565591,-95.143955,12
29.592406,-95.169118,9
29.574272,-95.152793,8
29.692838,-95.311381,9
29.839506,-95.391598,7
29.905412,-95.6735,13
29.779748,-95.354794,2
29.811066,-95.355723,15
29.798253,-95.355379,20
29.793182,-95.355234,7
29.736311,-95.255398,13
29.609359,-95.269893,14
29.826877,-95.424029,6
29.603988,-95.256311,14
29.619844,-95.199424,4
29.745781,-95.331016,11
29.650912,-95.476066,7
29.650899,-95.476457,16
29.650842,-95.481866,16
29.650842,-95.481866,9
29.650912,-95.476066,10
29.650842,-95.481866,17
29.597466,-95.499504,9
29.875893,-95.493944,8
29.875893,-95.493944,7
29.781923,-95.511393,22
29.774682,-95.304115,10
29.946055,-95.459916,10
29.946055,-95.459916,10
29.946055,-95.459916,11
29.946055,-95.459916,23
29.946055,-95.459916,0
29.946055,-95.459916,16
29.946055,-95.459916,7
29.762075,-95.272523,9
29.762075,-95.272523,15
29.785641,-95.261426,10
29.570443,-95.108883,12
29.750784,-95.383838,17
29.652363,-95.249168,8
29.774417,-95.3573,23
29.829272,-95.465711,10
29.79212,-95.54462,17
29.79212,-95.54462,7
29.79212,-95.54462,17
29.79212,-95.54462,8
29.79212,-95.54462,5
29.79212,-95.54462,18
29.79212,-95.54462,3
29.79212,-95.54462,22
29.79212,-95.54462,23
29.79212,-95.54462,9
29.79212,-95.54462,19
29.79212,-95.54462,10
29.79212,-95.54462,0
29.79212,-95.54462,10
29.79212,-95.54462,21
29.79212,-95.54462,20
29.79212,-95.54462,12
29.79212,-95.54462,16
29.79212,-95.54462,12
29.79212,-95.54462,16
29.79212,-95.54462,5
29.79212,-95.54462,14
29.79212,-95.54462,21
29.79212,-95.54462,10
29.79212,-95.54462,4
29.956898,-95.542723,17
29.79212,-95.54462,7
29.956898,-95.542723,1
29.955149,-95.545982,11
29.79212,-95.54462,7
29.79212,-95.54462,17
29.79212,-95.54462,16
29.79212,-95.54462,14
29.79212,-95.54462,20
29.79212,-95.54462,10
29.79212,-95.54462,12
29.79212,-95.54462,20
29.79212,-95.54462,13
29.79212,-95.54462,19
29.79212,-95.54462,8
29.79212,-95.54462,2
29.79212,-95.54462,12
29.853811,-95.545294,13
29.878238,-95.540954,15
29.79212,-95.54462,15
29.79212,-95.54462,15
29.878238,-95.540954,5
29.79212,-95.54462,14
29.79212,-95.54462,14
29.79212,-95.54462,4
29.878238,-95.540954,12
29.873981,-95.542508,5
29.79212,-95.54462,7
29.79212,-95.54462,15
29.79212,-95.54462,2
29.851949,-95.545265,8
29.858716,-95.545339,21
29.813142,-95.309789,8
29.79212,-95.54462,15
29.79212,-95.54462,10
29.857556,-95.545322,21
29.857556,-95.545322,6
29.857556,-95.545322,21
29.79212,-95.54462,15
29.79212,-95.54462,3
29.783907,-95.544129,15
29.783907,-95.544129,16
29.783907,-95.544129,19
29.783907,-95.544129,16
29.783907,-95.544129,19
29.783907,-95.544129,18
29.783907,-95.544129,19
29.783907,-95.544129,11
29.783907,-95.544129,20
29.783907,-95.544129,15
29.783907,-95.544129,17
29.783907,-95.544129,15
29.783907,-95.544129,16
29.783907,-95.544129,20
29.783907,-95.544129,18
29.783907,-95.544129,15
29.783907,-95.544129,20
29.783907,-95.544129,15
29.783907,-95.544129,18
29.783907,-95.544129,18
29.783907,-95.544129,14
29.783907,-95.544129,12
29.783907,-95.544129,16
29.783907,-95.544129,17
29.783907,-95.544129,13
29.783907,-95.544129,20
29.783907,-95.544129,16
29.783907,-95.544129,15
29.783907,-95.544129,3
29.783907,-95.544129,9
29.783907,-95.544129,20
29.783907,-95.544129,15
29.783907,-95.544129,16
29.783907,-95.544129,19
29.783907,-95.544129,19
29.783907,-95.544129,15
29.783907,-95.544129,17
29.783907,-95.544129,7
29.758658,-95.544859,16
29.783907,-95.544129,20
29.783907,-95.544129,12
29.783907,-95.544129,16
29.783907,-95.544129,18
29.783907,-95.544129,17
29.783907,-95.544129,20
29.783907,-95.544129,6
29.783907,-95.544129,20
29.783907,-95.544129,16
29.783907,-95.544129,20
29.783907,-95.544129,11
29.783907,-95.544129,18
29.783907,-95.544129,15
29.783907,-95.544129,16
29.783907,-95.544129,15
29.783907,-95.544129,9
29.79212,-95.54462,11
29.79212,-95.54462,13
29.787028,-95.544232,23
29.79212,-95.54462,14
29.79212,-95.54462,17
29.787028,-95.544232,20
29.79212,-95.54462,11
29.79212,-95.54462,19
29.79212,-95.54462,3
29.79212,-95.54462,10
29.79212,-95.54462,15
29.79212,-95.54462,4
29.83374,-95.545203,11
29.865962,-95.541411,8
29.850135,-95.545255,10
29.844419,-95.54524,12
29.956898,-95.542723,16
29.79212,-95.54462,20
29.79212,-95.54462,10
29.955149,-95.545982,10
29.79212,-95.54462,14
29.714168,-95.27341,23
29.766677,-95.408138,8
29.766614,-95.411349,22
29.767343,-95.337522,11
29.767322,-95.338495,20
29.767343,-95.337522,16
29.767343,-95.337522,1
29.767343,-95.337522,8
29.757676,-95.383071,12
29.757676,-95.383071,12
29.854262,-95.258063,15
29.594863,-95.473334,1
30.063155,-95.19448,10
29.707951,-95.567914,10
29.707951,-95.567914,7
29.831402,-95.32506,11
29.823492,-95.324912,22
29.813142,-95.309789,19
29.813142,-95.309789,18
29.813142,-95.309789,22
29.663433,-95.344273,18
29.841726,-95.294389,18
29.661422,-95.274768,7
29.674936,-95.275063,8
29.669728,-95.279492,19
29.667245,-95.263563,20
29.686382,-95.272535,8
29.659385,-95.272194,22
29.659385,-95.272194,23
29.659385,-95.272194,21
29.657982,-95.27216,8
29.659385,-95.272194,7
29.719879,-95.487364,16
29.719846,-95.490745,17
29.719934,-95.482663,12
29.719846,-95.490745,0
29.719879,-95.487364,10
29.719902,-95.48475,13
29.719853,-95.488866,8
29.719879,-95.487364,13
29.719846,-95.490745,18
29.719902,-95.48475,9
29.719853,-95.488866,19
29.719846,-95.490745,13
29.64186,-95.42798,15
29.668699,-95.263051,12
29.63171,-95.824284,23
29.679289,-95.566191,18
29.76587,-95.42172,10
29.767012,-95.642942,12
29.638549,-95.444008,12
29.650364,-95.239176,9
29.650364,-95.239176,16
29.807142,-95.234189,9
29.703835,-95.282122,1
29.684706,-95.357863,8
29.688707,-95.356284,16
29.695352,-95.353481,0
29.582382,-95.468324,20
29.65846,-95.450818,11
29.710079,-95.417857,13
29.859994,-95.449807,23
29.822279,-95.424851,21
29.69726,-95.306298,1
29.69726,-95.306298,12
29.69726,-95.306298,18
29.681892,-95.366593,18
29.681892,-95.366593,9
29.925406,-95.401691,0
29.813142,-95.309789,19
29.925406,-95.401691,19
29.813142,-95.309789,6
29.813142,-95.309789,8
29.925406,-95.401691,6
29.92598,-95.397875,7
29.805477,-95.391239,16
29.615691,-95.436725,9
29.80872,-95.368291,7
